1.572087077602245131e+01,1.072880429681784449e+02,1.992077530505090976e+01,1.531888922916031106e+02,3.506031850811780259e+01,1.953623478944935528e+02,7.865810126203483321e+01,2.221163413528092008e+02,1.263528520515525884e+02,2.309781471968813946e+02,1.590233756499778792e+02,2.171117468463407647e+02,1.781312833943515841e+02,1.908161010507304240e+02,1.884805296454074153e+02,1.561335587759478756e+02,1.931047306143671847e+02,1.217377540632195263e+02,5.398237988656026687e+01,8.422168872702319220e+01,8.730312360515425496e+01,6.859926273496141391e+01,1.245945788903676004e+02,7.571107438499929287e+01,1.567315232250639951e+02,7.878674598787601724e+01,1.822681663864232746e+02,7.541033817000226236e+01,1.986182905614201957e+02,9.101600856586981081e+01,1.409101941629717203e+02,9.552554057775748220e+01,1.491689505927364507e+02,1.286324663375937121e+02,1.212290106152318430e+02,1.441666013358119187e+02,1.413336725717189495e+02,1.482374351235378640e+02,1.564589687400413140e+02,1.449953407870235935e+02,7.371054278443612873e+01,1.006478749412142975e+02,8.609531259535448555e+01,9.400643438367524141e+01,9.811739146348161000e+01,9.451241746749884953e+01,1.075267105905259939e+02,1.029609952113173676e+02,9.710081584788346731e+01,1.038577666149263905e+02,8.513804043318957326e+01,1.031884785243329077e+02,1.553926806686178566e+02,1.055539654905773972e+02,1.661387531523627956e+02,9.788128759528191836e+01,1.764213129308419070e+02,9.831965733480639358e+01,1.839520250356823681e+02,1.061566929399905632e+02,1.768231076962494797e+02,1.072059051107902690e+02,1.668398054868242468e+02,1.068316771333459343e+02,8.711358465487198544e+01,1.687179102540488884e+02,1.090471150967354674e+02,1.616009675493652651e+02,1.283998349342427332e+02,1.578544689101130700e+02,1.386093604292244947e+02,1.597156099214635674e+02,1.487182008405031297e+02,1.581973699373867817e+02,1.598887692358823358e+02,1.619648640670410487e+02,1.691662647917664515e+02,1.693542461163699500e+02,1.585488019487440852e+02,1.826815624530123330e+02,1.473286198491041432e+02,1.884113357554867889e+02,1.363927926790389904e+02,1.896366824186236215e+02,1.259012865085491057e+02,1.891292069265366820e+02,1.068447642515926077e+02,1.837088810297098007e+02
7.361658788405520681e+01,9.637794710130745557e+01,6.727378395860748128e+01,1.337510312823881407e+02,7.515247440023559022e+01,1.702999065739014384e+02,8.846519864570302616e+01,2.049286975372729671e+02,1.100817455272522949e+02,2.264740986432150862e+02,1.521550551547603618e+02,2.254121480960490658e+02,1.905812008151305008e+02,2.077094486167825096e+02,2.148164277089198038e+02,1.711572439146451075e+02,2.278293920367372323e+02,1.271314300837698994e+02,8.098989234265501125e+01,6.944429113266014042e+01,9.905031668786504895e+01,6.833697226041316242e+01,1.160756087203305071e+02,8.111329293602419455e+01,1.425058008384376649e+02,8.726033601952910601e+01,1.729304693468459106e+02,8.295280189183115738e+01,1.985386675383646491e+02,9.770247559991113917e+01,1.267085685513219175e+02,1.047808749324068174e+02,1.107416615084144382e+02,1.449170560685413420e+02,1.028872160377219558e+02,1.494234572376393544e+02,1.128433984148192906e+02,1.582934607675168479e+02,1.281915540714624342e+02,1.582072411512347685e+02,8.882273006398919790e+01,9.432516584347436606e+01,9.704370086121723205e+01,9.108128660391417952e+01,1.063443539894134915e+02,9.460155659781483450e+01,1.125134537845928264e+02,1.039821211674180574e+02,1.029534858518607621e+02,1.049934410470056605e+02,9.379247681926344171e+01,1.018325842516726425e+02,1.503795148143178437e+02,1.116341332680186440e+02,1.591825376503455800e+02,1.059762893880187136e+02,1.701879793070594360e+02,1.075281155728956861e+02,1.789497052859393875e+02,1.136817842025551357e+02,1.704741399179905272e+02,1.175614729095925952e+02,1.598622808551838830e+02,1.167946020966673046e+02,9.640950958071016430e+01,1.750660835154902486e+02,9.867447539901567666e+01,1.709438092806904308e+02,1.056966086019290287e+02,1.688967699442071648e+02,1.110710900390678120e+02,1.727950902223794856e+02,1.185879484310859624e+02,1.724102648378490414e+02,1.324663451630459008e+02,1.805138992952876720e+02,1.461344067373014184e+02,1.883716518965341038e+02,1.316733841236111289e+02,1.973200202828069223e+02,1.183336568098606563e+02,1.989689016586380603e+02,1.102730713784180807e+02,1.971174552145293148e+02,1.040428305704737397e+02,1.943307502278098866e+02,9.819261016669820208e+01,1.860306541706537189e+02
8.968498584203723567e+01,1.026704047870357925e+02,8.252464861251334582e+01,1.355523128494787102e+02,8.647799439692822432e+01,1.701067982961916130e+02,9.244160906107569531e+01,2.054656396632941835e+02,1.120245078637786946e+02,2.298259238102937445e+02,1.562298005540965846e+02,2.237065229988153590e+02,1.963123183783515344e+02,1.988908372043276813e+02,2.178041350625097721e+02,1.587886063794907443e+02,2.260246502537720517e+02,1.123529755507672974e+02,8.458912128940809794e+01,8.471319264110125857e+01,9.594219935361221019e+01,7.854101277084814114e+01,1.097138868672752352e+02,8.931306844074944706e+01,1.317404743303630141e+02,9.111190810175169474e+01,1.629940990445087152e+02,8.478860653269893533e+01,1.897186323147831502e+02,1.006007712819150441e+02,1.173087508322487622e+02,1.035446366477685558e+02,1.034249111176496285e+02,1.459472938967512619e+02,9.610695405411867398e+01,1.472892106565004440e+02,1.083084159162468865e+02,1.572806438072656192e+02,1.275863959638099630e+02,1.525364349993922701e+02,9.051312330634446823e+01,9.873262249979393346e+01,9.528469744875928882e+01,9.518101092108224748e+01,1.028476269884209842e+02,9.694433501511217344e+01,1.099296415765398365e+02,1.034240522615187388e+02,1.019366553105952136e+02,1.033155020707117870e+02,9.455856903610350628e+01,1.024727671420351811e+02,1.438948277980818773e+02,1.075701502829400482e+02,1.523350865125681253e+02,1.028715223421188085e+02,1.614993202943396113e+02,1.040519967437693651e+02,1.699126471016924995e+02,1.085354239788023136e+02,1.618213768695146655e+02,1.104999672273546309e+02,1.527227897289534440e+02,1.099210356459425810e+02,9.312671020312946268e+01,1.662530267238205965e+02,9.664215963416528155e+01,1.652556067678295335e+02,1.034749886152198286e+02,1.661833848399030273e+02,1.103852675028532104e+02,1.693025389624321235e+02,1.201622159697387531e+02,1.687360456609359005e+02,1.355575348797366644e+02,1.711106890544642170e+02,1.513502117323974687e+02,1.747053877109587745e+02,1.354728991472671851e+02,1.875773230719984497e+02,1.200385742754561136e+02,1.922938962250340751e+02,1.093931093323315054e+02,1.920204143827490100e+02,1.016509794906576758e+02,1.897319519653975419e+02,9.530643463270914140e+01,1.816361116717398261e+02
2.925586217089821872e+01,6.130960765888114850e+01,1.921150003573691123e+01,1.157977896934411604e+02,2.102262314457104964e+01,1.679128292005167680e+02,4.853356646928353513e+01,2.056028325257301219e+02,8.641250931524936618e+01,2.273600239765123376e+02,1.240608868053748211e+02,2.262293166054897711e+02,1.585729864423149138e+02,2.067110628727774042e+02,1.843033919066902513e+02,1.729305613256098582e+02,2.046922825452828931e+02,1.347505779058582789e+02,5.849591734501267126e+01,5.439131632634450852e+01,9.991219993878782191e+01,5.649547372061142880e+01,1.326543773975714089e+02,8.003380523594283602e+01,1.665444003620425519e+02,9.139837126536127698e+01,1.975777382488793137e+02,9.517456383007950649e+01,2.138872391551516614e+02,1.147407518873832117e+02,1.425983570429276881e+02,1.059572653050849311e+02,1.329448964878478989e+02,1.528715206428158808e+02,1.033106714837924756e+02,1.545701699411841616e+02,1.210563642760355805e+02,1.661351998845523781e+02,1.379066147414364707e+02,1.675818285969127999e+02,7.305855596792417828e+01,8.134589020310201590e+01,8.771281303948218522e+01,7.937027752628648614e+01,1.016180489535265821e+02,8.445162250796244052e+01,1.087915664507846714e+02,9.802921961816682028e+01,9.649423148300952846e+01,9.619927527557705105e+01,8.215335750894939792e+01,9.104812607047023221e+01,1.582147818624560500e+02,1.168579371688477835e+02,1.718288156978399854e+02,1.113353515151815287e+02,1.838939371159096083e+02,1.162756642868143899e+02,1.904096931403114752e+02,1.265256816709759136e+02,1.813388668462237661e+02,1.284212265843026728e+02,1.684681703444336165e+02,1.238758871034532945e+02,7.174282034298693134e+01,1.710750020288402879e+02,9.065808604276196547e+01,1.736625575661479672e+02,1.064196399405692119e+02,1.772930844128845251e+02,1.129704475997316706e+02,1.815694860633303733e+02,1.213487111818641750e+02,1.830097947993361913e+02,1.282239493748659811e+02,1.890653433646530175e+02,1.336706405591542648e+02,1.954683873568422712e+02,1.213971130257412767e+02,2.000260518869909276e+02,1.107419122448273185e+02,1.987571257407835787e+02,1.021410998071557401e+02,1.957538538221627960e+02,9.418698405913492877e+01,1.914238609870131427e+02,8.305984563716538105e+01,1.829919425547027174e+02
4.688322652537334534e+01,1.230998855601647364e+02,6.013662764675599703e+01,1.656595843861633170e+02,8.358946726814443196e+01,2.015557443261891990e+02,1.197045295354033954e+02,2.236944613320568465e+02,1.588870847038382124e+02,2.254521700669469624e+02,1.866692543906577839e+02,2.026850410868630092e+02,2.025030909626408402e+02,1.672315524256861750e+02,2.038564331578425595e+02,1.267725710717326280e+02,1.979858293965615701e+02,8.715440109923744672e+01,6.276873749524937551e+01,1.062107726187442296e+02,8.888706185940989712e+01,9.204540105868672129e+01,1.189589685300980193e+02,9.268368350338396056e+01,1.354985623497730387e+02,8.592411191489067335e+01,1.605187866707655928e+02,7.054996116969441289e+01,1.859105352863209362e+02,7.509744980674655324e+01,1.306452913766839572e+02,1.023370491194739316e+02,1.444757080908296984e+02,1.486172562131883126e+02,1.271500536999604378e+02,1.581244763684226200e+02,1.452686689605397419e+02,1.601087050063900961e+02,1.584698658903929527e+02,1.514024090354317309e+02,8.091474396575134165e+01,1.157378990754237833e+02,8.945837724608635710e+01,1.098461807618238311e+02,9.932122917068197410e+01,1.073457043829594681e+02,1.094324391698751811e+02,1.109603558307497622e+02,1.016687808159426822e+02,1.149888479170977718e+02,9.195290804602393564e+01,1.178149315238523371e+02,1.479133590357626247e+02,1.009761391207666037e+02,1.555320186265593634e+02,9.292650022531755383e+01,1.650314523423267588e+02,9.021524088634087946e+01,1.735408112235985811e+02,9.180733399639380821e+01,1.683865020123830618e+02,9.719705369542509743e+01,1.592576295356075775e+02,1.000128406051816228e+02,1.159426570603737758e+02,1.823074587630635222e+02,1.266972580585399584e+02,1.785559753667047005e+02,1.390231022205820750e+02,1.742002922729604109e+02,1.478822541866857705e+02,1.749828397550609793e+02,1.563541087636316149e+02,1.705135191878639773e+02,1.659564349067563853e+02,1.691117819327787970e+02,1.760715168233518568e+02,1.674022029127485212e+02,1.687764611735461244e+02,1.793144983436681343e+02,1.607508407859203601e+02,1.878680133846826834e+02,1.511553754335757844e+02,1.911696700015568524e+02,1.424025620184780507e+02,1.920258247898708248e+02,1.296321906507823485e+02,1.905227651644068771e+02
5.042351822634384462e+01,1.007389465994077256e+02,5.270695106151966058e+01,1.433827570099539628e+02,6.290353302779622879e+01,1.816151727877341102e+02,8.795743659612382714e+01,2.143973723158668463e+02,1.225948941621342811e+02,2.319676361477070827e+02,1.636860644476991808e+02,2.191636723826705406e+02,1.947890059645271492e+02,1.912200181976568274e+02,2.111371074163559172e+02,1.515349901443675833e+02,2.189300046310498260e+02,1.078985304682921509e+02,6.235231673976146283e+01,8.988963172739762797e+01,8.681295507031877889e+01,7.652465753345805410e+01,1.171837049105120769e+02,8.677288740312243931e+01,1.362314688519896038e+02,8.799816379493337593e+01,1.710750845888135814e+02,7.768191628437587326e+01,2.021353165214379430e+02,9.374754048771228554e+01,1.263811347987369231e+02,1.013556110265783161e+02,1.222835570507872092e+02,1.435113057305853204e+02,1.055293783393070726e+02,1.527404617137456739e+02,1.234439268313257827e+02,1.587593783159937573e+02,1.432406610196932206e+02,1.530317943859179479e+02,7.743121388632071955e+01,1.024871580182433490e+02,8.620673704099735346e+01,9.749246345259403768e+01,9.606629462253434326e+01,9.781833320584500768e+01,1.053923617938387736e+02,1.041177996580424576e+02,9.600362139966625818e+01,1.058488451800677979e+02,8.560357643981710396e+01,1.055427126947836030e+02,1.518972553525496210e+02,1.061771589377781453e+02,1.611413999351655093e+02,9.970028150877212170e+01,1.719384348882776123e+02,9.977905322429933221e+01,1.821083309132189925e+02,1.046345917337421554e+02,1.727714575706304174e+02,1.064009545000956223e+02,1.623946358825027403e+02,1.067419376626897929e+02,9.413932000147799783e+01,1.766932618215589059e+02,1.048059285011164690e+02,1.733278201199895534e+02,1.160387697937999008e+02,1.712970777472229997e+02,1.238589810147105368e+02,1.743431617393400757e+02,1.339691221301713711e+02,1.721140511691138499e+02,1.479296882935223039e+02,1.759032347769219200e+02,1.618467052653628855e+02,1.800401130295841199e+02,1.482117976513082453e+02,1.903710861036389588e+02,1.340630318092824496e+02,1.952587347069203645e+02,1.234656959360410866e+02,1.959376742232244908e+02,1.147046275256189318e+02,1.945176486016804915e+02,1.034830646263861667e+02,1.886954075944988176e+02
4.008744785503012764e+01,1.249300725011479472e+02,5.592336371198143752e+01,1.651668089207642254e+02,7.926364522214491615e+01,1.999387270188216235e+02,1.213634769487662481e+02,2.207035953550881118e+02,1.628720110476252501e+02,2.206025827248656981e+02,1.885702323219078664e+02,1.969187036724955533e+02,2.014698130016080313e+02,1.624783161299080518e+02,2.015592804193293262e+02,1.242965973231724490e+02,1.915619048801080737e+02,8.479852775448584623e+01,5.604001855206607985e+01,1.090803335963550893e+02,7.736127495138600807e+01,9.123350990321075926e+01,1.074839057794988406e+02,9.145412206333321592e+01,1.341716044828509666e+02,8.343228217503123290e+01,1.555743584671910753e+02,6.988907689249576549e+01,1.775664773056011256e+02,7.249187963653251643e+01,1.257388964135948726e+02,1.022687144648497934e+02,1.407523628605460999e+02,1.408304686905216556e+02,1.246768596851198367e+02,1.532481479246138178e+02,1.425840250340871762e+02,1.533483796817690461e+02,1.552285817991507315e+02,1.442756582691542064e+02,7.859789636636755006e+01,1.168152091732525264e+02,8.610887931127479078e+01,1.101512382989900516e+02,9.647364409711235567e+01,1.078193246997822428e+02,1.059745577282562294e+02,1.119706047327183995e+02,9.787225892554654649e+01,1.158254016836580860e+02,8.741496772765101753e+01,1.180091534710361287e+02,1.444475141235865578e+02,1.006426349962007123e+02,1.510331492536346616e+02,9.203543663619264237e+01,1.601028769900231339e+02,8.904335501474186287e+01,1.687136946160757418e+02,9.127634618679030609e+01,1.633250373095900443e+02,9.694558960647167112e+01,1.542138083518266853e+02,9.993650117237943675e+01,1.158712237368300748e+02,1.814096917525105255e+02,1.279216604385482867e+02,1.747910050668626241e+02,1.388449220701703553e+02,1.695813826349591409e+02,1.460721866463468928e+02,1.690503936632979389e+02,1.529338404264231883e+02,1.647690479162387760e+02,1.617939043210633940e+02,1.630865834134992269e+02,1.711476463720925665e+02,1.627788995931382487e+02,1.661674912214197946e+02,1.756082989218229784e+02,1.592041612480861374e+02,1.819990014130924010e+02,1.521194045261225085e+02,1.856221250845178758e+02,1.440972983116788839e+02,1.875213181290690443e+02,1.322305746720405750e+02,1.874773389558816632e+02
4.366568777818591229e+01,9.581266746843364501e+01,4.142458187109053114e+01,1.382094514417513551e+02,4.781761326455773542e+01,1.788771209944278269e+02,7.653964141219110218e+01,2.108632361476996664e+02,1.154249455081416897e+02,2.283391860901352572e+02,1.532202554533584475e+02,2.196919545848752762e+02,1.807133492018066079e+02,1.928073930640046569e+02,1.927922315616939386e+02,1.555442897386223535e+02,1.998125208032799947e+02,1.177739395412454257e+02,6.526703311968063304e+01,8.385713961517782877e+01,9.211728349232083701e+01,6.736771212922106145e+01,1.233897947142088753e+02,7.721222455523934514e+01,1.485798765855839747e+02,8.158481108209093691e+01,1.786500651155908201e+02,8.020323814071768709e+01,1.949647424699349472e+02,1.020193800551258505e+02,1.339913766210638641e+02,9.814249109919333591e+01,1.313983371315800355e+02,1.337055070772077841e+02,1.110949273842916796e+02,1.427266080997993356e+02,1.270323666530276085e+02,1.496867992357655055e+02,1.423847728788125266e+02,1.476543079153101417e+02,8.305963792722762662e+01,9.735965552250696931e+01,9.257870910027597233e+01,9.321461572457239697e+01,1.023390036165255736e+02,9.471045534902152951e+01,1.097645503843200032e+02,1.016021739776549140e+02,1.009597473549261935e+02,1.022586171255001233e+02,9.099632109839616589e+01,1.012052762269515114e+02,1.501486554265353277e+02,1.068828513931418627e+02,1.603386851597194891e+02,1.021790976790449292e+02,1.698808388802964089e+02,1.041229403770797148e+02,1.763806260024242079e+02,1.101822973254686531e+02,1.688537223757044785e+02,1.118447211773479637e+02,1.594758123124287295e+02,1.105215611323565810e+02,9.104947039212996174e+01,1.669363872447171957e+02,1.047227673888313433e+02,1.626558474970218811e+02,1.169923069401314706e+02,1.625472554236790756e+02,1.248169679623692474e+02,1.652733932767250735e+02,1.337452452387675521e+02,1.651277915840807395e+02,1.436256908633667990e+02,1.687858965628734040e+02,1.516448342859391403e+02,1.762770963061410328e+02,1.408862659352602691e+02,1.842526621427365399e+02,1.295507009122314344e+02,1.866870476072263330e+02,1.199943029341400944e+02,1.860369338803635060e+02,1.119085496989823838e+02,1.839996062995735713e+02,1.007871121364249092e+02,1.780072617417787910e+02
6.290036339007655641e+01,1.071909134846394380e+02,6.006928336129026036e+01,1.419025723052115495e+02,6.620784583380779509e+01,1.793817661257592135e+02,8.595953826636139183e+01,2.140493365727509456e+02,1.147197504134169037e+02,2.297086881453790284e+02,1.561893081680589148e+02,2.279534134001852408e+02,1.949596674268239838e+02,2.074451549086500393e+02,2.175817464595301942e+02,1.685022837668554416e+02,2.264512595479153276e+02,1.234942684142776699e+02,7.119018283790943258e+01,8.054437946409426274e+01,9.102133413835285580e+01,6.959270488360743911e+01,1.155055081045672836e+02,7.994654328794544540e+01,1.401827210718770687e+02,8.307887658879666049e+01,1.735726690767766627e+02,7.839028444821953201e+01,2.003046490407391502e+02,9.519297508266976138e+01,1.247521764311624963e+02,9.844210881078224418e+01,1.141228264303204867e+02,1.409601699533257033e+02,1.033441047804327297e+02,1.510183904448730630e+02,1.154070122176284201e+02,1.568957395624980222e+02,1.327923851549149958e+02,1.558098600976531998e+02,8.270686317738446292e+01,9.797869120701795964e+01,9.044288750762729023e+01,9.286900538639180525e+01,1.008759820049699130e+02,9.387513707602870738e+01,1.088482191641783601e+02,1.018248585903400851e+02,9.977533101574709917e+01,1.033263939638829925e+02,8.907210257385311536e+01,1.025775239438478934e+02,1.495163894883267233e+02,1.071738839267042636e+02,1.609643902501559580e+02,1.009398473845819666e+02,1.716694275417493714e+02,1.026026128507448050e+02,1.800795609162802009e+02,1.092207941534519904e+02,1.707954703905237466e+02,1.124712240206655025e+02,1.597264354141393596e+02,1.109133828678359919e+02,9.227417937890595567e+01,1.776965092983289765e+02,1.000750601373234900e+02,1.730807258943972329e+02,1.082244072275850613e+02,1.722574052046877853e+02,1.146335897846366549e+02,1.751587057076932012e+02,1.233976552160323052e+02,1.744129599652626439e+02,1.357157543960438204e+02,1.795744188751357626e+02,1.479425210487333686e+02,1.863694016371766793e+02,1.345371976845913764e+02,1.896352606457915044e+02,1.210295660489397278e+02,1.897467756570662232e+02,1.126603528474958154e+02,1.887067818816578324e+02,1.052451459324833678e+02,1.863144289567872534e+02,9.836339322246979577e+01,1.819502193449437755e+02
4.013218619265119713e+01,7.631520552453415007e+01,3.040490175518096194e+01,1.236929484187690207e+02,3.366196560182655162e+01,1.671588979845542440e+02,5.668678535021533094e+01,2.033231498228915655e+02,8.976175470193820161e+01,2.262593949575767454e+02,1.244317169344299714e+02,2.242264812306825377e+02,1.601101857262906378e+02,2.077645938777919525e+02,1.891054833826946435e+02,1.782673569175332204e+02,2.064977939459549248e+02,1.409264755317552442e+02,6.481833190728085015e+01,5.830656909910713637e+01,1.009802055365638296e+02,5.708690857736402080e+01,1.300092787459058457e+02,7.739691576942915674e+01,1.631190803143587686e+02,8.729199925980277897e+01,1.922898431420032921e+02,9.035425826339633204e+01,2.093064904554587145e+02,1.102043271395904895e+02,1.410265418651831055e+02,1.029728287479110804e+02,1.302308786629649831e+02,1.472057540094745605e+02,1.034634714721723299e+02,1.494400143920439916e+02,1.206697932691045452e+02,1.617407853646958245e+02,1.391258893568239330e+02,1.629676449560805054e+02,7.969318629629347583e+01,8.437722253086405999e+01,9.283302730388244584e+01,8.195972566719670738e+01,1.051029397048376808e+02,8.668779312131290737e+01,1.131281445000480659e+02,9.918110606077270575e+01,1.014299051161250134e+02,9.724070236241220755e+01,8.842428204987243134e+01,9.289964676956995504e+01,1.570512636354159497e+02,1.156509123615521162e+02,1.703853444743353407e+02,1.100426917897258363e+02,1.821944173581790665e+02,1.139810691877588624e+02,1.889922474070481542e+02,1.232472470487354741e+02,1.802404431188664091e+02,1.249639987804951033e+02,1.680525313178902138e+02,1.212924205140979126e+02,7.294960715510620730e+01,1.666575829648870979e+02,9.231926134555807550e+01,1.669789789011685457e+02,1.078325158732625653e+02,1.698592434279524355e+02,1.148013243907732601e+02,1.749970818852165166e+02,1.239670708755708404e+02,1.762150441220124719e+02,1.335427464864599472e+02,1.825953714006922439e+02,1.421331789896821363e+02,1.900434280124060535e+02,1.268767036231833885e+02,1.967719250023326651e+02,1.147772804578494288e+02,1.987981222234694485e+02,1.052910649284350058e+02,1.963501430463198290e+02,9.663083401368142233e+01,1.925875870247080286e+02,8.465074960894956746e+01,1.827932474261762366e+02
